city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Marseille,France,5.341553706791651,43.25683521244835,182,6,14,1,0,14.66,18.94,DAILY,5,336585238877211584
Los Angeles,USA,-118.2907114763054,34.090804533229495,18,1,1,1,0,8.12,7.23,DAILY,2,123147257294716288
Dubai,UAE,55.256886301487704,25.15740670901293,200,5,12,1,1,10.84,0.87,DAILY,2,439336910544878528
Barcelona,Spain,2.1373474984931877,41.336875300980715,45,2,5,1,0,12.85,13.02,DAILY,3,125872067947523152
Abu Dhabi,UAE,54.41342653384779,24.40623536025203,69,1,4,1,1,14.29,6.67,DAILY,3,280513071062473600
Tangier,Morocco,-5.838448752243361,35.79233413376191,183,5,10,1,1,3.34,17.18,DAILY,4,81667941879162176
Marseille,France,5.351067246089646,43.3182654160904,149,5,10,0,1,8.8,18.67,DAILY,3,243109331657525600
Sevilla,Spain,-5.99742000918782,37.41989091255773,145,4,9,0,1,5.19,19.24,DAILY,3,223850078785870336
Valencia,Spain,-0.3691157806219067,39.42496921407939,127,4,7,0,0,2.58,9.77,DAILY,5,212630599897385952
Sevilla,Spain,-5.9356672922514,37.43130032909131,99,2,4,1,1,14.35,7.82,DAILY,5,210639310438631808
Casablanca,Morocco,-7.573246407319961,33.54958824856701,114,4,7,0,1,8.79,14.62,DAILY,3,72959746861496016
New York,USA,-74.05239204333266,40.70521185712471,118,3,7,1,1,13.1,1.77,DAILY,3,391909784516868416
Paris,France,2.369252813856356,48.82904889476599,27,1,4,0,0,7.39,14.62,DAILY,5,231555049154133056
Chicago,USA,-87.5964188198183,41.85255621638152,44,2,3,0,0,10.61,0.95,DAILY,4,225555496897406976
Barcelona,Spain,2.1333602613498446,41.428263975295394,119,3,8,1,1,0.83,19.31,DAILY,4,273056220546036960
Tangier,Morocco,-5.870169242087742,35.799495810058495,38,2,3,0,0,9.03,5.92,DAILY,1,19984003579267408
Chicago,USA,-87.65353778696311,41.86397154523587,69,2,4,0,0,13.6,9.33,DAILY,3,188118461514092640
Lyon,France,4.850582508718967,45.769148082702934,16,1,2,0,0,6.94,10.66,DAILY,5,205241948457434720
Valencia,Spain,-0.3464839699855051,39.490631340147175,149,4,8,1,0,14.4,1.8,DAILY,2,171608458049048320
Nice,France,7.263930535703269,43.734994167754145,109,4,7,1,1,12.8,14.95,DAILY,1,173768216019533600
Nice,France,7.234676406182155,43.74754690904909,68,2,6,1,0,2.71,9.72,DAILY,1,120486802484724160
Tangier,Morocco,-5.819759276122395,35.771569433732196,119,4,8,0,0,3.08,14.29,DAILY,1,35847720898378252
Marrakech,Morocco,-8.011064239876301,31.63848752135796,88,2,6,1,1,14.64,0.55,DAILY,3,73381594903806368
Abu Dhabi,UAE,54.348337653887555,24.429855797900665,44,1,3,0,0,5.02,0.72,DAILY,2,141983669810660192
Casablanca,Morocco,-7.595053276416139,33.5919062100137,15,1,3,0,0,14.44,14.13,DAILY,3,37357016855951784
Paris,France,2.3360124265479314,48.88011761052625,139,4,7,0,1,6.81,8.36,DAILY,2,237233305789632416
Madrid,Spain,-3.704705810099867,40.42020544015807,140,4,9,1,1,13.44,10.14,DAILY,3,222165139253639584
Valencia,Spain,-0.4073614340334802,39.433853000032414,71,2,4,1,1,0.72,17.93,DAILY,2,141169127540641952
New York,USA,-74.01223607336753,40.7183759839368,85,3,6,0,0,0.25,4.88,DAILY,2,265160298522079008
Madrid,Spain,-3.7282390025473497,40.45618129076366,97,2,4,1,1,3.07,13.01,DAILY,1,120799429503936352
Dubai,UAE,55.22420593976349,25.18982201140813,175,6,11,0,1,2.33,7.86,DAILY,5,520278924662582656
Marseille,France,5.335199745528214,43.295229441868216,196,5,11,1,1,9.71,15.3,DAILY,3,283753541069299232
Miami,USA,-80.1820881412076,25.81055368500723,121,3,6,0,0,7.12,6.84,DAILY,2,216475630594481888
Abu Dhabi,UAE,54.418240996268125,24.42347883689083,195,5,9,0,1,5.64,13.76,DAILY,5,482891062266471296
Dubai,UAE,55.24593977759498,25.216200056976014,192,5,10,0,0,3.4,10.07,DAILY,1,260845574959276672
Casablanca,Morocco,-7.58046040572874,33.60251460385144,180,6,14,1,1,0.85,4.54,DAILY,4,114065100797413200
Paris,France,2.335255635818187,48.82588005171142,114,3,6,0,1,12.92,19.57,DAILY,2,235227485916252000
New York,USA,-73.98836143319345,40.761394786995844,58,2,4,0,1,13.26,0.68,DAILY,5,416057222836039744
Casablanca,Morocco,-7.587226701340218,33.61873571017695,79,3,7,1,0,12.69,15.05,DAILY,3,51688557266738832
Rabat,Morocco,-6.827800087179952,34.033622991853036,171,4,8,1,1,13.71,16.97,DAILY,3,66835023708804160
Marrakech,Morocco,-7.940729132388348,31.59289589501695,53,2,5,0,0,1.8,10.41,DAILY,5,68259873308290184
Paris,France,2.3713116491139887,48.88047021934676,129,3,5,1,0,12.8,10.2,DAILY,2,190909099256932128
New York,USA,-73.96412916606172,40.748489110159476,53,1,2,0,0,11.31,18.34,DAILY,4,213729640852525152
New York,USA,-74.00869496492653,40.71927582954415,160,5,12,0,1,6.18,0.46,DAILY,2,436176090881324736
Sevilla,Spain,-5.985055791066673,37.36473568998093,66,1,4,1,1,11.03,6.9,DAILY,3,150484136170412128
Casablanca,Morocco,-7.579906627692854,33.5394813847199,26,1,2,1,0,4.66,19.2,DAILY,2,28769706627144360
Barcelona,Spain,2.16634722362187,41.42932131201412,160,5,12,1,1,13.08,18.41,DAILY,1,205694672548499584
Madrid,Spain,-3.6851307643028997,40.46269897559275,44,2,5,1,0,12.68,2.98,DAILY,1,74448646040831760
Valencia,Spain,-0.4105631711516191,39.44753203093193,57,2,5,0,1,3.01,6.08,DAILY,4,179813330609889920
Casablanca,Morocco,-7.6192171662113415,33.56018749788611,88,3,5,0,1,8.63,12.3,DAILY,4,67179013629242888
Valencia,Spain,-0.3422036642027364,39.506936640274674,91,3,5,1,0,3.73,4.68,DAILY,4,175336891752907520
Lyon,France,4.83910995174562,45.81217672814546,72,2,6,1,1,1.69,4.01,DAILY,4,298762953763978880
Abu Dhabi,UAE,54.40308608473661,24.496680197091624,94,3,8,0,1,6.84,4.96,DAILY,5,392022992246656576
Abu Dhabi,UAE,54.39377858738677,24.487909876602355,138,3,7,0,0,2.15,2.08,DAILY,4,360017723745841280
Paris,France,2.3678084800298382,48.8909621805256,147,5,9,1,0,13.64,14.22,DAILY,5,298660632561697088
Los Angeles,USA,-118.23972811158646,34.05502482700191,75,3,7,0,1,6.4,17.52,DAILY,4,376773265494226560
New York,USA,-74.02874943531931,40.701589127734195,151,4,7,0,1,14.51,2.68,DAILY,2,387507642745903360
Miami,USA,-80.2410864484584,25.797713434548726,153,4,10,0,1,12.89,0.47,DAILY,5,591004629336520064
Dubai,UAE,55.26080447534935,25.236087785054433,178,5,11,0,1,12.67,15.59,DAILY,5,497988409784362112
Dubai,UAE,55.27934519353641,25.23515959761372,72,2,6,1,1,6.51,11.83,DAILY,5,400689855397320576
Los Angeles,USA,-118.26514077142282,34.025747204486215,155,5,12,1,0,9.24,6.22,DAILY,4,401396062683059776
Paris,France,2.3886616207467126,48.81386958484419,48,2,3,0,0,9.24,17.75,DAILY,5,236858480655590656
Sevilla,Spain,-6.002638635155373,37.402657869978796,107,4,7,1,1,2.07,2.87,DAILY,2,181216517053300320
Abu Dhabi,UAE,54.3738264218362,24.43389431402769,147,5,12,1,1,13.07,2.1,DAILY,3,362792088185449152
Dubai,UAE,55.28672930472621,25.209610780894042,137,4,8,1,1,1.54,8.67,DAILY,3,351970687804082368
Casablanca,Morocco,-7.637722136773148,33.60893030664763,50,2,3,0,0,9.07,15.94,DAILY,1,17666711732221774
Marrakech,Morocco,-7.93860168217018,31.634005579630763,58,2,6,1,0,5.28,11.04,DAILY,1,28989038692818544
New York,USA,-74.04788375886855,40.67848985601651,192,5,10,0,0,10.43,7.95,DAILY,5,440097943089874048
Nice,France,7.242077643823487,43.74472013572731,147,5,10,0,0,13.15,4.12,DAILY,2,196293521375022496
Sevilla,Spain,-6.000066938792267,37.404546193406716,34,1,2,0,0,0.94,4.03,DAILY,2,74905552197594000
Abu Dhabi,UAE,54.395565527379006,24.462172987542644,182,6,14,0,1,12.88,18.08,DAILY,5,442906573956183232
Marrakech,Morocco,-7.984086045618893,31.579555463277313,32,1,2,0,0,5.96,2.33,DAILY,3,36963807661336920
Los Angeles,USA,-118.2719428597038,34.07461381065072,161,4,10,0,0,9.33,10.94,DAILY,5,377028302925913408
Nice,France,7.293904051283276,43.76000275959486,61,1,4,0,1,3.4,6.9,DAILY,4,252010201249501312
Valencia,Spain,-0.4187540170538123,39.42348097725599,77,2,4,0,0,11.6,7.39,DAILY,3,133869172826694448
Dubai,UAE,55.28789239474936,25.240467584916377,98,2,5,1,0,0.54,16.27,DAILY,1,160358199928291680
Abu Dhabi,UAE,54.4171873345724,24.413641909935333,153,4,9,0,0,11.5,15.31,DAILY,1,213877065323696128
New York,USA,-73.99756759912925,40.746032354978304,46,2,3,1,0,4.24,5.72,DAILY,3,195570942320037824
Los Angeles,USA,-118.2559793920991,34.05197995007652,171,5,11,1,1,14.22,18.96,DAILY,2,363247062431618048
Barcelona,Spain,2.1918673803973605,41.3685813434221,66,1,1,0,1,13.85,20.0,DAILY,2,118350753926066656
Sevilla,Spain,-6.003883210136181,37.368726893327775,129,4,9,0,1,11.06,12.7,DAILY,1,158498125345604672
Sevilla,Spain,-6.0047318674314,37.377389539703984,16,1,1,0,0,9.49,19.39,DAILY,5,146949676118353696
Rabat,Morocco,-6.795623986347719,34.015585914586985,73,3,7,0,1,3.52,11.41,DAILY,2,53290023882678240
Sevilla,Spain,-5.972098945135274,37.4026276776032,165,5,11,0,1,6.3,15.19,DAILY,1,159127824117009792
Dubai,UAE,55.224691128901775,25.21639600707359,73,2,3,0,0,3.46,9.85,DAILY,2,162233792278646720
Lyon,France,4.87419903501504,45.799790677500916,62,2,6,0,1,2.19,16.76,DAILY,4,281718011716541920
Chicago,USA,-87.63082129353938,41.858255700327824,115,4,7,0,1,7.9,4.05,DAILY,1,226131932052978560
Chicago,USA,-87.65618591543674,41.90557987079572,49,2,5,0,0,8.6,6.15,DAILY,4,234374432916925760
Lyon,France,4.869328432976697,45.75684355972079,195,6,11,1,1,13.21,3.92,DAILY,4,330967545207637952
Rabat,Morocco,-6.807252268875357,33.99988237805801,166,4,8,1,1,12.62,10.22,DAILY,2,64263802417095280
Sevilla,Spain,-5.980404587063372,37.41225338428817,107,4,10,1,0,1.86,0.15,DAILY,1,150372669856130528
Dubai,UAE,55.31119338698011,25.1804039024402,72,2,4,0,1,11.29,19.84,DAILY,5,375725965635507264
Dubai,UAE,55.29542071109933,25.15810925614469,64,2,6,1,1,3.86,11.56,DAILY,2,234168858187086144
Los Angeles,USA,-118.2593719784652,34.08966032483268,45,2,4,0,0,9.58,13.34,DAILY,1,113044830558507104
Nice,France,7.240309126536346,43.754062038245685,115,4,7,0,0,2.6,14.0,DAILY,1,154067854183280480
Marrakech,Morocco,-7.937807397707538,31.661110742319867,90,2,5,0,1,10.72,8.04,DAILY,1,43233104901264224
Marseille,France,5.398463737971371,43.281922148559126,83,2,6,1,1,5.22,11.13,DAILY,2,188157563966961056
Tangier,Morocco,-5.853270836806471,35.79847202641163,197,5,9,1,1,13.72,18.69,DAILY,5,97753580309581616
Madrid,Spain,-3.6867053513671846,40.458184605067736,82,2,5,1,1,2.46,5.29,DAILY,3,203433536521857152
Chicago,USA,-87.65543827637518,41.84448308882057,98,3,5,1,1,4.99,13.71,DAILY,4,335750849607236672
Lyon,France,4.867639193845229,45.807071823700525,170,5,11,0,1,1.43,10.71,DAILY,4,329763830831634816
Nice,France,7.290006507399582,43.685617204557154,86,2,4,1,1,2.6,11.95,DAILY,3,226555262980884384
Paris,France,2.3692287294236563,48.87869284337532,50,2,3,0,0,7.1,13.92,DAILY,4,171018268250018112
Abu Dhabi,UAE,54.42589803449909,24.490295908462294,47,1,1,1,0,13.53,13.14,DAILY,3,181934703521891584
Abu Dhabi,UAE,54.403134600049455,24.448671986411902,149,5,9,0,0,7.08,14.86,DAILY,3,298762233075655872
Los Angeles,USA,-118.22660389929533,34.05509856192008,136,3,8,1,0,3.95,19.36,DAILY,2,259966234152827040
Sevilla,Spain,-6.014227350133091,37.33989852379304,17,1,1,0,0,13.66,9.93,DAILY,1,37128055714954288
Nice,France,7.268118287213555,43.67926060155885,32,1,1,1,0,13.68,12.94,DAILY,5,183617928547318496
Valencia,Spain,-0.32935210237997203,39.50069523997314,164,4,8,1,0,0.96,15.94,DAILY,5,240510367789693568
Los Angeles,USA,-118.26425440149934,34.066525562147255,165,4,9,1,1,12.51,17.84,DAILY,2,354240525828239296
Rabat,Morocco,-6.796609634522222,34.060161223139794,58,1,2,1,1,9.37,12.06,DAILY,4,65250297700633800
Madrid,Spain,-3.7084772418952734,40.39776933676225,29,1,2,0,0,0.47,2.72,DAILY,2,86892836943218384
Paris,France,2.368635329022628,48.89869062183076,70,2,4,1,1,12.81,15.31,DAILY,3,232361330652592224
Abu Dhabi,UAE,54.37117528698871,24.421755857421,33,1,3,0,0,13.56,5.12,DAILY,1,81962302653225968
Lyon,France,4.817013922628487,45.71891803388423,81,3,6,0,1,8.1,4.56,DAILY,5,297056779951191232
Lyon,France,4.877846422048985,45.81183643352747,85,3,7,0,1,10.46,13.75,DAILY,4,288661818426546304
Dubai,UAE,55.27121706525189,25.155364080747457,41,1,1,0,0,5.44,3.41,DAILY,2,119480255040344992
Dubai,UAE,55.312645750443174,25.158333126362006,77,2,3,1,1,0.74,18.54,DAILY,3,302621147129722048
Chicago,USA,-87.64942154220876,41.855959256580626,168,4,7,1,0,7.87,10.75,DAILY,2,235079681782007392
Dubai,UAE,55.26889706849803,25.228265140481174,106,3,5,1,1,2.44,6.93,DAILY,2,270606970840526048
Nice,France,7.222600138805027,43.70602836560177,188,5,9,0,1,9.25,16.12,DAILY,3,280723571253953632
Abu Dhabi,UAE,54.41255218981144,24.43028948848212,195,6,12,1,1,0.37,5.39,DAILY,2,394724923371483072
Casablanca,Morocco,-7.577201167368184,33.58936437093335,88,3,7,1,0,11.2,5.63,DAILY,1,29163229279844916
Abu Dhabi,UAE,54.42605864266495,24.44812474638674,35,1,2,1,0,12.1,6.23,DAILY,4,218483296987645472
Rabat,Morocco,-6.815996641269257,33.98236368175444,134,3,5,1,1,2.69,17.45,DAILY,3,68070886974003552
New York,USA,-73.96294764473214,40.69336173090067,197,5,9,0,0,10.16,7.04,DAILY,3,362507644804179328
Rabat,Morocco,-6.84686047588723,34.065410093851426,171,5,9,1,0,3.3,19.85,DAILY,3,60030509542827096
Lyon,France,4.870445443416005,45.81224606541489,142,4,10,0,0,13.9,7.03,DAILY,2,174013244857610432
Sevilla,Spain,-5.935688967291143,37.4334281689624,19,1,1,1,0,0.9,4.25,DAILY,4,132706127932326752
Dubai,UAE,55.284870281101114,25.204408750842106,162,5,12,0,1,7.18,4.71,DAILY,2,402271461848209856
Los Angeles,USA,-118.24829751625664,34.03179684354145,199,5,9,1,1,8.55,3.38,DAILY,2,437757882701113344
Miami,USA,-80.19948328786133,25.777224579366962,100,2,3,0,0,5.32,2.8,DAILY,5,315352215010106304
Los Angeles,USA,-118.20694153365059,34.03187695933987,167,5,9,1,0,9.19,8.87,DAILY,1,243780818610331648
Marseille,France,5.411192265126337,43.320438057601095,127,4,10,0,0,10.71,3.67,DAILY,5,278771130579591744
Paris,France,2.3903414515551713,48.86054172418354,98,2,5,1,0,12.77,14.53,DAILY,3,203877220064906368
New York,USA,-74.04531196068403,40.759807678365384,67,2,3,1,1,8.9,19.48,DAILY,1,200177579748705184
Los Angeles,USA,-118.20486704881634,34.02342531635768,83,2,6,1,0,6.86,15.83,DAILY,3,230379164001861440
Sevilla,Spain,-5.9862930507046945,37.4367242722796,85,3,5,0,1,9.23,3.56,DAILY,5,211256029475758976
Barcelona,Spain,2.1653863386482763,41.43158445657832,57,2,6,1,1,7.8,1.55,DAILY,2,171982949210534176
Nice,France,7.270646865398741,43.70926024557987,40,2,6,0,0,7.2,14.8,DAILY,5,214900824587917856
Madrid,Spain,-3.704231362687018,40.43818149897637,22,1,2,1,0,13.95,1.84,DAILY,2,83911169229898480
Valencia,Spain,-0.3657865964335245,39.435066486358046,62,2,6,1,0,9.72,8.48,DAILY,5,184916364478220608
Rabat,Morocco,-6.861158846400153,33.999100144454864,58,2,3,0,1,10.98,6.49,DAILY,3,56575426342371864
Tangier,Morocco,-5.790238969066436,35.71449795452718,109,3,5,1,0,10.07,13.36,DAILY,2,37774759138671032
Los Angeles,USA,-118.28913862845731,34.08382151412789,98,2,3,1,0,1.34,9.7,DAILY,5,331311323532149248
Marrakech,Morocco,-8.022209150165894,31.583562944147392,133,4,10,1,1,13.61,3.38,DAILY,1,59838124752013176
Nice,France,7.267269384068636,43.70040546308236,173,5,12,1,0,1.12,16.01,DAILY,5,390821391326699072
Barcelona,Spain,2.182187208486348,41.38182785158309,189,5,11,1,0,10.55,0.68,DAILY,5,326512467779791360
Abu Dhabi,UAE,54.391660847182344,24.489101737000937,62,2,6,0,0,12.7,15.58,DAILY,3,209245936763534912
Dubai,UAE,55.31929367557095,25.2257144284007,87,2,4,0,0,11.25,5.98,DAILY,4,237023565315862144
Valencia,Spain,-0.4223553220428721,39.419970225841865,126,4,9,0,1,10.47,2.84,DAILY,2,196991134628516544
Marrakech,Morocco,-7.980276519822925,31.640939036229422,43,1,2,1,0,12.77,14.98,DAILY,1,18588942203491968
Lyon,France,4.849242942787907,45.781996875918615,119,4,7,1,1,2.25,5.13,DAILY,3,254616210390708576
Chicago,USA,-87.65494911282148,41.83988632639175,44,2,5,0,0,10.18,11.05,DAILY,1,112364326721402896
Valencia,Spain,-0.3735222385823713,39.43405693976693,54,1,4,0,1,0.49,5.98,DAILY,4,202028015918869888
Miami,USA,-80.21647003451824,25.743346150837198,107,3,8,0,0,13.07,14.95,DAILY,1,196854757972492512
Miami,USA,-80.2251360849565,25.760367379489544,57,2,6,1,1,13.9,18.52,DAILY,5,376732713412455040
Dubai,UAE,55.26068048562896,25.15919699394711,38,1,2,0,0,14.24,11.58,DAILY,3,155749400793995168
Marseille,France,5.328711189171781,43.28237151756531,29,1,2,0,0,3.41,14.96,DAILY,3,118819678738386128
Dubai,UAE,55.23463869109366,25.216654802959088,107,3,7,1,0,7.69,1.0,DAILY,1,231242569530742144
Abu Dhabi,UAE,54.398900369501675,24.485742675586923,127,4,9,0,1,13.33,13.57,DAILY,1,225172438752079072
Los Angeles,USA,-118.26021579184963,34.01618250350831,111,4,8,1,0,13.02,12.71,DAILY,2,249775524897062688
Barcelona,Spain,2.1803941166261698,41.36710261894715,38,2,6,1,0,12.0,16.8,DAILY,4,148549593549064192
Abu Dhabi,UAE,54.33042155304878,24.472283828108694,164,5,10,1,1,5.72,1.75,DAILY,4,453201479255393152
Tangier,Morocco,-5.843110846482095,35.73294328930458,189,6,11,0,1,2.69,5.18,DAILY,3,81753203748026640
Casablanca,Morocco,-7.632429773618331,33.52698677793492,100,2,4,1,0,12.77,11.29,DAILY,5,67295364774928800
Marseille,France,5.338454688497895,43.29707133057496,126,3,5,0,1,4.05,15.98,DAILY,4,241334325070992384
Valencia,Spain,-0.33081659035084254,39.501047726784535,86,3,7,1,0,9.99,17.4,DAILY,3,142334754841683008
Lyon,France,4.883963452783814,45.748983554137226,194,6,14,0,1,2.16,9.21,DAILY,2,286239998689089184
Madrid,Spain,-3.706301760399979,40.376077322394295,136,3,6,1,1,13.02,2.73,DAILY,3,191094506753680512
Abu Dhabi,UAE,54.36867237599928,24.48173346588207,150,4,8,1,1,8.56,12.59,DAILY,4,361695172694480000
Miami,USA,-80.1956323142498,25.788340284219306,40,2,5,1,0,9.79,14.95,DAILY,1,133717725953410672
Tangier,Morocco,-5.813658583154309,35.72880513364108,68,2,5,1,0,3.69,3.03,DAILY,3,44993783710983768
Tangier,Morocco,-5.8766086905520165,35.73245628369279,141,4,9,1,1,0.38,10.17,DAILY,1,61971580651044768
Dubai,UAE,55.285216800763614,25.208634673127648,29,1,3,1,0,12.92,0.59,DAILY,5,293905608168434496
Dubai,UAE,55.3106768140447,25.21282513676396,178,6,11,0,0,10.45,12.77,DAILY,2,299076692266877376
Marseille,France,5.368581118526695,43.319085347838104,99,2,4,1,1,10.38,6.56,DAILY,5,278367335094230624
Abu Dhabi,UAE,54.35842725511078,24.456712034838773,103,3,6,0,0,0.99,4.55,DAILY,3,265282865278896096
Los Angeles,USA,-118.2822855172274,34.03880032381398,40,1,1,1,0,8.75,15.76,DAILY,1,95547927736968224
Madrid,Spain,-3.6962647611370842,40.38502162546014,92,3,8,0,0,11.34,4.41,DAILY,4,195190533984228960
Abu Dhabi,UAE,54.37907122320158,24.452917781262048,145,5,12,0,0,5.69,7.58,DAILY,3,323779780708302528
Rabat,Morocco,-6.859402670459283,34.05805050546748,35,2,3,1,0,9.08,19.68,DAILY,3,41359498537049768
Nice,France,7.2891232685095675,43.731936561602645,137,3,6,0,0,3.53,19.66,DAILY,4,252370478939588192
Chicago,USA,-87.59661460803707,41.89441250558056,179,6,11,1,0,13.71,6.89,DAILY,2,282719297806195808
Tangier,Morocco,-5.854869598786807,35.787881892274946,135,4,9,1,0,3.01,9.6,DAILY,2,53105302014824176
New York,USA,-74.02224296575936,40.75477442295548,192,5,11,1,1,11.58,19.12,DAILY,4,485455218373649152
Sevilla,Spain,-5.947952677173852,37.42076834596614,187,6,14,1,1,1.38,5.98,DAILY,3,251028040801960448
Marseille,France,5.411579248242172,43.3250800852715,164,5,10,0,1,13.09,1.88,DAILY,1,239406418851540928
New York,USA,-73.98885552502007,40.6930159866772,118,4,10,1,0,9.75,1.9,DAILY,5,447854801602467712
Nice,France,7.253984865382802,43.68669803944887,32,1,1,0,0,12.24,5.81,DAILY,2,89911894584108608
Abu Dhabi,UAE,54.35962017720276,24.502860943269493,188,6,13,0,0,5.53,6.61,DAILY,1,238904686441936288
Miami,USA,-80.20097801244366,25.746216984839652,154,5,9,1,1,1.55,7.67,DAILY,4,464806474426708800
New York,USA,-73.96493455759938,40.69578954420804,68,1,2,0,0,9.38,9.37,DAILY,1,110174926168212304
Abu Dhabi,UAE,54.332541391035775,24.4942978445812,66,2,3,1,1,0.88,5.02,DAILY,5,335191752453751808
Valencia,Spain,-0.4081096876108294,39.51355559564739,90,2,5,0,1,3.6,12.53,DAILY,1,120593810069066432
Abu Dhabi,UAE,54.35180414324373,24.44513037687282,37,2,4,0,0,4.86,9.69,DAILY,4,238564856419099648
Paris,France,2.366853218531093,48.892924855737014,27,1,2,0,0,12.64,18.22,DAILY,2,100395838306180976
Dubai,UAE,55.26736469491187,25.197307643208493,119,4,8,1,0,3.5,17.83,DAILY,3,262610613320658560
Abu Dhabi,UAE,54.337327931526865,24.47454862844801,137,3,8,0,0,0.39,13.69,DAILY,4,307483689639814912
Nice,France,7.227508048986201,43.69289241665994,141,4,8,0,1,0.98,8.0,DAILY,4,332815940975796416
Los Angeles,USA,-118.21470940110386,34.03338929064926,30,1,4,1,0,4.25,19.84,DAILY,2,144169656448745504
Dubai,UAE,55.252540216167525,25.18020265965675,181,5,12,0,1,9.03,2.74,DAILY,2,392701865152848768
Rabat,Morocco,-6.811275745360679,34.00058138085816,100,2,6,0,0,8.94,7.89,DAILY,1,27452410650414312
Barcelona,Spain,2.219481783500484,41.3487208792757,148,4,8,1,0,0.83,2.99,DAILY,4,265638760127273568
Valencia,Spain,-0.4044592094222114,39.496019505842575,78,2,6,0,0,13.12,3.59,DAILY,5,181799189294260960
Tangier,Morocco,-5.863357988721215,35.768282017921265,41,1,4,0,0,11.19,16.92,DAILY,3,40274012638105464
Miami,USA,-80.23933268665503,25.7727282680612,197,6,14,1,1,7.46,13.45,DAILY,2,386335855157470784
Casablanca,Morocco,-7.63235406251685,33.58169597477849,157,4,7,1,1,7.73,3.33,DAILY,1,59300915295389840
Madrid,Spain,-3.7401903155922818,40.44015021493995,31,1,3,1,0,3.94,9.9,DAILY,5,182932972072250592
